City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
75,iskateley,67.6803,53.1512,20.15,89,100,3.93,RU,1690767073
76,hamilton,39.1834,-84.5333,26.35,69,0,1.77,US,1690767073
77,badger,64.8,-147.5333,22.3,58,100,2.06,US,1690767073
78,albany,42.6001,-73.9662,20.23,78,10,2.33,US,1690767073
79,masterton,-40.9597,175.6575,12.16,73,32,3.93,NZ,1690767074
80,hawaiian paradise park,19.5933,-154.9731,28.91,70,20,4.63,US,1690767075
81,carnarvon,-24.8667,113.6333,19.56,31,0,4.79,AU,1690767075
82,khadan khak,30.7477,67.7085,23.41,51,100,1.45,PK,1690767075
83,remire-montjoly,4.9167,-52.2667,25.02,94,0,0.0,GF,1690767075
84,alofi,-19.0595,-169.9187,21.94,88,100,5.66,NU,1690767076
85,namibe,-15.1961,12.1522,15.64,81,2,0.55,AO,1690767076
86,atafu village,-8.5421,-172.5159,28.58,74,100,5.59,TK,1690767076
87,rajaori,33.3833,74.3,25.62,68,0,0.88,IN,1690767076
88,sandnessjoen,66.0217,12.6316,9.29,87,3,2.42,NO,1690767077
89,lazaro cardenas,17.9583,-102.2,27.97,85,100,2.95,MX,1690767077
90,prado,-17.3411,-39.2208,21.99,76,100,4.18,BR,1690767077
91,holualoa,19.6228,-155.9522,28.26,68,20,4.63,US,1690767078
92,jiuquan,39.7432,98.5174,26.49,30,7,3.26,CN,1690767078
93,jamestown,42.097,-79.2353,19.77,72,0,3.09,US,1690767078
94,blackmans bay,-43.0167,147.3167,10.07,57,54,6.31,AU,1690767078
95,santa rosa misiones,-26.8667,-56.85,17.17,86,6,2.0,PY,1690767078
96,fale old settlement,-9.3852,-171.2468,28.35,74,100,5.94,TK,1690767079
97,lodja,-3.4833,23.4333,24.03,49,34,0.23,CD,1690767079
98,mwingi,-0.9344,38.0601,17.78,83,95,2.59,KE,1690767079
99,heinola,61.2056,26.0381,13.33,91,100,1.08,FI,1690767080
100,broken hill,-31.95,141.4333,15.8,56,0,1.44,AU,1690767080
101,tura,25.5198,90.2201,29.3,74,40,0.84,IN,1690767080
102,qalat,32.1058,66.9083,26.44,30,24,1.62,AF,1690767080
103,kokpekty,48.75,82.4,26.43,28,63,1.02,KZ,1690767081
104,fort st. john,56.2499,-120.8529,23.94,38,75,3.6,CA,1690767081
105,mejit,10.2753,170.8646,28.62,75,97,8.19,MH,1690767081
106,forster,-32.1667,152.5167,22.43,44,0,3.78,AU,1690767081
107,port elizabeth,-33.918,25.5701,14.16,58,40,10.8,ZA,1690767081
108,berdigestyakh,62.0989,126.6992,20.08,29,0,4.43,RU,1690767082
109,vila velha,-20.3297,-40.2925,18.3,95,75,2.06,BR,1690767082
110,bashmakovo,53.2133,43.0342,13.57,94,0,3.02,RU,1690767082
111,tiksi,71.6872,128.8694,3.97,83,57,4.79,RU,1690767083
112,swakopmund,-22.6833,14.5333,9.47,43,0,2.96,NA,1690766988
113,simplicio mendes,-7.8539,-41.9103,23.96,47,1,2.46,BR,1690767084
114,mount gambier,-37.8333,140.7667,13.45,73,100,5.72,AU,1690767084
115,pandan,14.0453,124.1694,30.09,69,100,4.82,PH,1690767085
116,fisterra,42.9049,-9.2629,14.86,77,0,1.67,ES,1690767085
117,tabuk,17.4189,121.4443,28.84,75,99,0.78,PH,1690767085
118,port lincoln,-34.7333,135.8667,14.31,68,95,6.63,AU,1690767085
119,vorgashor,67.5833,63.95,18.81,66,64,2.66,RU,1690767086
120,saipan,15.1355,145.701,31.39,74,20,5.14,MP,1690767086
121,puerto ayora,-0.7393,-90.3518,24.75,95,62,1.79,EC,1690767086
122,haiku-pauwela,20.9219,-156.3051,31.01,61,40,9.77,US,1690767087
123,tocopilla,-22.092,-70.1979,18.64,69,18,1.33,CL,1690767087
124,barah,13.7,30.3667,26.73,70,52,4.14,SD,1690767087
125,ugoofaaru,5.6667,73.0,28.32,75,100,4.66,MV,1690766839
126,beyla,8.6833,-8.6333,19.37,99,80,1.33,GN,1690767088
127,campo grande,-20.4428,-54.6464,23.75,57,0,4.12,BR,1690767088
128,brandon,27.9378,-82.2859,31.59,73,0,3.13,US,1690767088
129,wailua homesteads,22.0669,-159.378,29.44,71,20,6.17,US,1690767089
130,arraial do cabo,-22.9661,-42.0278,19.76,76,70,5.14,BR,1690767089
131,ribeira grande,38.5167,-28.7,23.76,97,16,2.24,PT,1690767089
132,barreiras,-12.1528,-44.99,26.26,40,100,2.61,BR,1690767089
133,praia da vitoria,38.7333,-27.0667,24.31,88,75,1.54,PT,1690767090
134,caleta de carquin,-11.0925,-77.6267,19.4,83,13,4.59,PE,1690767090
135,colesberg,-30.72,25.0972,1.04,78,1,3.65,ZA,1690767091
136,kerikeri,-35.2268,173.9474,14.91,58,0,1.86,NZ,1690767091
137,ierapetra,35.01,25.7353,27.86,41,0,2.24,GR,1690767091
138,santiago de cao,-7.9589,-79.2392,21.07,83,75,2.06,PE,1690767092
139,upata,8.0086,-62.3989,23.44,94,100,1.43,VE,1690767092
140,kayyerkan,69.3786,87.7439,14.41,93,95,6.29,RU,1690767093
141,talnakh,69.4865,88.3972,18.22,85,96,5.18,RU,1690767093
142,enewetak,11.3474,162.3373,28.5,80,71,7.46,MH,1690767093
143,flin flon,54.7682,-101.865,22.87,44,2,2.01,CA,1690767094
144,hovd,48.0056,91.6419,24.1,28,100,0.54,MN,1690767094
145,hotan,37.0997,79.9269,24.3,47,4,2.09,CN,1690767094
146,la passe,45.5549,-0.8967,18.32,85,22,2.87,FR,1690767094
147,neryungri,56.6709,124.6491,17.63,90,100,2.03,RU,1690766973
148,bykovo,55.6361,38.0803,15.15,94,0,2.0,RU,1690767095
149,salalah,17.0151,54.0924,25.05,100,100,2.57,OM,1690767095
150,kristiansund,63.1115,7.732,15.03,88,100,3.09,NO,1690767095
151,januaria,-15.4833,-44.3667,23.72,54,100,3.95,BR,1690767096
152,ketchikan,55.3422,-131.6461,15.26,94,100,4.12,US,1690767096
153,homer,59.6425,-151.5483,17.93,83,75,2.57,US,1690767096
154,howard springs,-12.497,131.047,29.34,30,7,4.66,AU,1690767097
155,la sarre,48.8002,-79.1996,12.07,69,83,3.54,CA,1690767097
156,isola di capo rizzuto,38.96,17.0933,25.1,61,0,2.29,IT,1690767098
157,dubti,11.7361,41.0853,32.06,41,59,2.03,ET,1690767098
158,galle,6.0367,80.217,27.03,84,100,5.58,LK,1690767069
159,lillehammer,61.1146,10.4674,12.12,97,98,0.24,NO,1690767098
160,punta arenas,-53.15,-70.9167,2.64,80,70,8.17,CL,1690767099
161,merizo village,13.2658,144.6691,31.32,74,84,4.21,GU,1690767099
162,pelabuhanratu,-6.9875,106.5514,27.47,61,31,1.47,ID,1690767100
163,mitsamiouli,-11.3847,43.2844,25.12,73,90,2.38,KM,1690767100
164,udachny,66.4167,112.4,19.14,39,10,4.88,RU,1690767100
165,bajil,15.0584,43.2851,32.5,56,61,1.91,YE,1690767101
166,thompson,55.7435,-97.8558,20.09,77,75,1.03,CA,1690767101
167,brinkmann,-30.8659,-62.0374,16.66,78,77,3.63,AR,1690767101
168,guacamayas,18.0167,-102.2167,27.52,88,100,2.43,MX,1690767101
169,nova vicosa,-17.8919,-39.3719,22.3,72,100,4.81,BR,1690767102
170,la mira,18.035,-102.3266,27.54,87,99,2.14,MX,1690767102
171,saint-philippe,-21.3585,55.7679,17.77,71,0,4.03,RE,1690767102
172,kavaratti,10.5669,72.642,28.15,75,99,7.2,IN,1690767103
173,freeport,40.6576,-73.5832,24.99,53,0,3.6,US,1690767103
174,cheremukhovo,60.3484,59.9851,16.45,77,66,1.67,RU,1690767103
175,spanish fort,30.6749,-87.9153,25.62,94,0,4.12,US,1690767103
176,colonia,50.9333,6.95,18.31,80,75,6.69,DE,1690767104
177,kailua-kona,19.6406,-155.9956,30.33,67,20,4.63,US,1690767104
178,strezhevoy,60.7333,77.5889,18.75,88,100,2.55,RU,1690767104
179,anadyr,64.75,177.4833,13.28,82,75,3.0,RU,1690767104
180,puente nacional,5.8774,-73.6781,16.82,96,83,1.72,CO,1690767104
181,tolanaro,-25.0319,46.9987,15.04,94,0,0.0,MG,1690767104
182,mount pearl,47.5166,-52.7813,14.69,97,100,4.12,CA,1690767105
183,machakos,-1.5167,37.2667,13.97,95,18,1.0,KE,1690767105
184,sarkand,45.41,79.9186,28.92,21,35,0.62,KZ,1690767105
185,shizuishan,39.2333,106.7694,25.68,58,37,2.02,CN,1690767106
186,bandarbeyla,9.4942,50.8122,24.47,77,91,10.97,SO,1690767106
187,labrador city,52.9463,-66.9114,8.95,93,40,0.0,CA,1690767106
188,price,39.5994,-110.8107,29.51,30,0,5.66,US,1690767107
189,moree,-29.4667,149.85,20.99,49,40,4.48,AU,1690766874
190,saint-pol-de-leon,48.6833,-3.9833,17.66,87,92,5.36,FR,1690767107
191,luderitz,-26.6481,15.1594,11.51,60,0,5.55,NA,1690767022
192,kudahuvadhoo,2.6708,72.8944,27.79,74,94,1.95,MV,1690767107
193,sisimiut,66.9395,-53.6735,4.55,85,99,1.56,GL,1690767108
194,santa cruz,-17.8,-63.1667,21.7,78,0,2.57,BO,1690767108
195,talas,38.6908,35.5538,11.37,76,0,1.03,TR,1690767108
196,bethel,41.3712,-73.414,20.83,78,0,0.0,US,1690767109
197,pervomaysk,48.0443,30.8507,19.79,73,100,2.09,UA,1690767109
198,tocache,-8.1842,-76.5125,23.37,78,97,0.29,PE,1690767109
199,palmas,-10.2128,-48.3603,24.93,61,0,2.57,BR,1690767109
200,okhotsk,59.3833,143.3,12.77,87,100,7.56,RU,1690767110
201,warmbad,-28.45,18.7333,5.14,62,0,0.56,NA,1690767015
202,mogadishu,2.0371,45.3438,24.6,85,30,6.54,SO,1690767110
203,dudinka,69.4058,86.1778,18.03,75,92,6.22,RU,1690767099
204,bulungu,-4.55,18.6,24.2,49,78,2.0,CD,1690767110
205,broome,42.2506,-75.833,17.03,86,0,1.09,US,1690767111
206,nadi,-17.8,177.4167,26.0,57,75,2.06,FJ,1690767111
207,whitehorse,60.7161,-135.0538,26.68,32,75,1.03,CA,1690767111
208,yemva,62.59,50.8594,19.97,75,38,2.67,RU,1690767111
209,higuera de zaragoza,25.95,-109.2833,32.96,61,9,2.08,MX,1690767112
210,kerteminde,55.449,10.6577,16.09,88,99,6.47,DK,1690767112
211,verkhnevilyuysk,63.4453,120.3167,19.91,32,0,3.39,RU,1690767112
212,kuqa,41.7278,82.9364,24.87,51,6,2.64,CN,1690767113
213,smithers,54.7804,-127.1743,21.18,56,75,6.17,CA,1690767113
214,tchibanga,-2.85,11.0333,18.73,89,82,0.87,GA,1690767113
215,klyuchi,52.2667,79.1667,22.81,58,0,2.73,RU,1690767113
216,delano,35.7688,-119.247,36.32,21,0,1.54,US,1690767113
217,lebu,-37.6167,-73.65,12.9,91,100,1.17,CL,1690767114
218,pisco,-13.7,-76.2167,19.03,82,100,6.69,PE,1690767114
219,itamaraca,-7.7478,-34.8256,26.03,84,25,5.44,BR,1690767114
220,codrington,-38.2667,141.9667,13.26,75,64,7.45,AU,1690767114
221,cole harbour,44.6724,-63.4751,18.88,82,49,0.51,CA,1690767115
222,port hedland,-20.3167,118.5667,25.03,16,90,7.2,AU,1690766749
223,wynyard,-41.0,145.7167,11.41,61,15,6.86,AU,1690767115
224,ciudad lazaro cardenas,17.9583,-102.2,27.97,85,100,2.95,MX,1690767077
225,marsa alam,25.0757,34.8918,31.24,33,5,2.34,EG,1690767115
226,al ghayzah,16.2079,52.176,25.41,91,96,3.21,YE,1690767116
227,vila franca do campo,37.7167,-25.4333,22.23,86,0,1.35,PT,1690767116
228,al kharijah,25.4514,30.5464,27.69,29,0,2.92,EG,1690767116
229,xihe,31.6864,113.4659,28.94,82,100,3.7,CN,1690767117
230,arkhangel'sk,64.5401,40.5433,16.05,77,100,1.27,RU,1690767117
231,lavras,-21.2453,-44.9997,13.14,94,0,2.65,BR,1690767117
232,ekuvukeni,-28.4675,30.1551,4.58,39,0,1.53,ZA,1690767117
233,votuporanga,-20.4228,-49.9728,18.91,57,0,3.16,BR,1690767118
234,macas,-2.3167,-78.1167,19.27,90,100,1.11,EC,1690767118
235,longyearbyen,78.2186,15.6401,7.91,71,40,4.12,SJ,1690767118
236,howrah,22.5892,88.3103,29.0,89,75,2.06,IN,1690767118
237,port blair,11.6667,92.75,29.02,79,75,7.2,IN,1690766922
238,amassoma,4.9692,6.1097,23.64,97,99,1.47,NG,1690767119
239,mawlaik,23.6333,94.4167,27.15,95,93,0.88,MM,1690767119
240,pariaman,-0.619,100.12,27.03,76,100,0.17,ID,1690767119
241,lubango,-14.9172,13.4925,11.92,40,3,3.09,AO,1690767119
242,manta,-0.95,-80.7333,25.56,73,40,7.6,EC,1690767120
243,lamarque,-39.423,-65.7021,15.3,55,100,3.35,AR,1690767120
244,abeche,13.8292,20.8324,24.94,74,73,6.5,TD,1690767120
245,nova sintra,14.8667,-24.7167,23.13,85,100,2.59,CV,1690767120
246,olonkinbyen,70.9221,-8.7187,5.92,87,100,1.06,SJ,1690767121
247,timaru,-44.4,171.25,12.26,64,68,1.79,NZ,1690767121
248,ancud,-41.8697,-73.8203,9.85,95,100,3.51,CL,1690767121
249,fumel,44.4986,0.9651,15.55,82,8,1.22,FR,1690767121
250,lala musa,32.7024,73.96,27.86,66,78,1.69,PK,1690767122
251,aykhal,66.0,111.5,19.6,40,16,4.5,RU,1690767122
252,myeik,12.4333,98.6,27.57,86,95,6.8,MM,1690767122
253,alzamay,55.5562,98.6644,24.93,49,1,1.87,RU,1690767123
254,castillos,-34.1667,-53.8333,10.5,84,96,2.53,UY,1690767123
255,devonport,-41.1667,146.35,11.4,74,29,0.89,AU,1690767056
256,arafat,21.3594,39.9664,31.31,23,6,1.34,SA,1690767123
257,martapura,-3.4167,114.85,26.05,89,100,1.03,ID,1690766963
258,taltal,-25.4,-70.4833,16.88,78,45,1.73,CL,1690767124
259,isafjordur,66.0755,-23.124,8.48,93,23,1.3,IS,1690767124
260,san clemente del tuyu,-36.3569,-56.7235,11.81,84,99,2.72,AR,1690767125
261,tabas,33.5959,56.9244,29.28,16,0,2.05,IR,1690767125
262,brokopondo,4.75,-55.1667,26.72,81,6,4.52,SR,1690767125
263,klaksvik,62.2266,-6.589,11.51,94,99,4.25,FO,1690767125
264,wakkanai,45.4094,141.6739,25.99,73,75,6.17,JP,1690767126
265,waycross,31.2136,-82.354,26.03,84,0,3.6,US,1690767126
266,betio village,1.358,172.9211,30.02,71,83,4.28,KI,1690767126
267,thinadhoo,0.5333,72.9333,27.65,72,56,1.06,MV,1690767126
268,la'ie,21.6477,-157.9253,31.98,67,58,4.02,US,1690767126
269,constantia,44.1833,28.65,18.38,78,0,4.19,RO,1690767127
270,ponta delgada,37.7333,-25.6667,22.4,88,20,2.06,PT,1690767127
271,nizhneudinsk,54.9076,99.0276,25.33,46,5,1.57,RU,1690767127
272,bijie,27.3125,105.2942,21.22,87,99,2.72,CN,1690766932
273,papao,-17.75,-149.55,27.82,73,87,9.26,PF,1690767127
274,jbail,34.1211,35.6481,26.8,69,0,2.81,LB,1690767128
275,zeya,53.75,127.2667,22.92,71,100,2.06,RU,1690767128
276,santana,-0.0583,-51.1817,28.1,89,20,3.6,BR,1690767128
277,dalhart,36.0595,-102.5133,34.01,20,0,6.69,US,1690767128
278,oujda-angad,34.6805,-1.9076,26.35,32,0,1.03,MA,1690767129
279,gardnerville,38.9413,-119.7496,32.87,17,0,9.83,US,1690767129
280,murudeshwara,14.0943,74.4845,26.09,87,77,4.59,IN,1690767129
281,nenagh bridge,52.8817,-8.1958,15.89,97,100,5.82,IE,1690767129
282,mandera,3.9366,41.867,23.43,59,20,7.21,KE,1690767129
283,grantsville,40.5999,-112.4644,34.85,22,0,2.06,US,1690767130
284,yuzhno-kurilsk,44.0306,145.8556,23.52,71,100,3.18,RU,1690767130
285,san pedro pochutla,15.7333,-96.4667,29.84,73,99,1.4,MX,1690767130
286,benguela,-12.5763,13.4055,19.0,89,6,1.48,AO,1690767130
287,sona,45.4388,10.8255,23.51,73,40,2.57,IT,1690767131
288,camp flora,13.3508,122.6644,28.52,76,100,8.37,PH,1690767131
289,hithadhoo,-0.6,73.0833,27.84,72,42,1.22,MV,1690767131
290,paranaiba,-19.6772,-51.1908,20.79,54,0,3.15,BR,1690767131
291,kruisfontein,-34.0033,24.7314,12.16,78,95,10.59,ZA,1690767131
292,sambava,-14.2667,50.1667,20.75,90,82,3.84,MG,1690767132
293,kuraymah,18.55,31.85,30.93,17,3,1.32,SD,1690767132
294,inarajan village,13.2736,144.7484,31.55,74,94,4.06,GU,1690767132
295,knyaze-volkonskoye,48.4642,135.4567,23.19,61,16,2.11,RU,1690767132
296,cooma,-36.2333,149.1333,13.38,32,0,4.5,AU,1690766651
297,georgetown,5.4112,100.3354,27.19,94,40,2.24,MY,1690767117
298,saint-francois,46.4154,3.9054,11.69,94,0,1.54,FR,1690767133
299,lihue,21.9789,-159.3672,29.77,63,20,6.17,US,1690767133
300,brookings,44.3114,-96.7984,26.0,62,0,3.09,US,1690767134
301,orsk,51.2049,58.5668,18.5,68,20,0.0,RU,1690767135
302,mazagao,-0.115,-51.2894,28.03,90,11,2.01,BR,1690767135
303,baruun-urt,46.6806,113.2792,31.47,34,12,4.71,MN,1690767135
304,ceeldheer,3.8488,47.1806,23.88,82,17,6.26,SO,1690767135
305,hasaki,35.7333,140.8333,36.27,76,7,9.42,JP,1690767136
306,sarangani,5.4033,125.4636,28.24,72,68,2.49,PH,1690767136
307,damasak,13.0977,12.4952,29.34,56,100,5.09,NG,1690767136
308,decorah,43.3033,-91.7857,23.51,73,0,2.06,US,1690767136
309,tsiombe,-25.3,45.4833,16.12,70,47,1.91,MG,1690767137
310,leava,-14.3,-178.1667,26.2,81,100,8.01,WF,1690767137
311,east ballina,-28.8667,153.5833,20.52,52,91,1.78,AU,1690767137
312,naberera,-4.2,36.9333,13.04,94,30,2.03,TZ,1690767138
313,rockland,41.1668,-74.0496,23.69,79,0,1.62,US,1690767138
314,cidreira,-30.1811,-50.2056,14.96,78,100,2.22,BR,1690767138
315,urucara,-2.5364,-57.76,25.17,74,8,0.61,BR,1690767139
316,chegdomyn,51.1167,133.0167,25.53,53,87,1.52,RU,1690767139
317,sogndal,61.2283,7.1003,13.21,100,100,0.0,NO,1690767139
318,ola,59.5833,151.2833,12.33,88,100,3.18,RU,1690767139
319,bathsheba,13.2167,-59.5167,28.34,83,20,3.6,BB,1690767140
320,severo-yeniseyskiy,60.3725,93.0408,18.26,88,97,1.33,RU,1690767140
321,lata,40.1629,-8.3327,12.34,96,4,0.8,PT,1690767140
322,arkadak,51.9326,43.4978,14.81,89,10,2.26,RU,1690767141
323,abalak,58.1286,68.5944,17.4,89,42,2.46,RU,1690767141
324,sanctuary point,-35.1114,150.629,22.21,34,0,2.71,AU,1690767141
325,flying fish cove,-10.4217,105.6791,24.82,73,53,6.17,CX,1690767141
326,biu,10.6129,12.1946,22.95,77,100,2.75,NG,1690766970
327,fuglafjordur,62.244,-6.814,11.26,95,96,3.02,FO,1690767142
328,kaoma,-14.7833,24.8,11.65,43,30,2.64,ZM,1690767142
329,stjordalshalsen,63.4681,10.9262,13.8,88,75,3.6,NO,1690767142
330,turtas,58.9417,69.1325,17.18,90,100,2.07,RU,1690767143
331,mitu,1.1983,-70.1733,21.74,98,29,0.93,CO,1690767143
332,paradip garh,20.3167,86.6167,28.68,80,100,4.23,IN,1690767143
333,palu,-0.8917,119.8707,29.71,62,50,0.91,ID,1690766429
334,bayanhongor,46.7167,100.1167,21.09,40,88,3.56,MN,1690767143
335,nabire,-3.3667,135.4833,30.43,61,83,1.48,ID,1690767001
336,puerto aysen,-45.4,-72.7,3.29,97,100,0.37,CL,1690767144
337,quellon,-43.1167,-73.6167,9.14,100,100,1.54,CL,1690767144
338,novodvinsk,64.4165,40.8122,15.67,84,100,1.16,RU,1690767144
339,loch garman,52.3342,-6.4575,16.05,100,100,4.92,IE,1690767145
340,tindouf,27.6711,-8.1474,35.25,14,62,3.6,DZ,1690767145
341,berbesti,44.9833,23.8833,17.93,84,100,1.76,RO,1690767145
342,yelizovo,53.1873,158.3805,15.08,87,75,6.0,RU,1690767146
343,ishigaki,24.3448,124.1572,32.07,79,40,4.63,JP,1690767146
344,sarpol-e zahab,34.4611,45.8626,29.51,18,0,2.26,IR,1690767146
345,dompu,-8.5356,118.4622,29.86,56,11,2.06,ID,1690767146
346,al quwayrah,29.8004,35.3116,24.0,45,0,0.38,JO,1690767147
347,kizel,59.0471,57.6477,16.8,86,3,0.89,RU,1690767147
348,dabat,12.9842,37.765,12.0,89,92,0.92,ET,1690767147
349,bonthe,7.5264,-12.505,24.44,89,100,1.81,SL,1690767147
350,fort bragg,35.139,-79.006,28.91,65,100,2.57,US,1690767148
351,port shepstone,-30.7414,30.455,14.12,49,5,1.97,ZA,1690767102
352,bardai,11.65,7.2333,23.83,80,57,3.5,NG,1690767148
353,eydhafushi,5.1033,73.0708,27.88,77,97,4.03,MV,1690767149
354,clevedon,51.4406,-2.8575,18.01,98,100,6.17,GB,1690767149
355,portland,45.5234,-122.6762,28.18,40,20,4.12,US,1690767149
356,ust'-kulom,61.6864,53.6902,16.93,76,3,2.54,RU,1690767149
357,buulobarde,3.8538,45.5674,22.42,83,9,6.82,SO,1690767150
358,george town,5.4112,100.3354,24.97,94,40,2.24,MY,1690766931
359,afaahiti,-17.75,-149.2833,26.93,72,70,8.27,PF,1690767150
360,beau vallon,-20.4189,57.6953,22.13,78,40,4.63,MU,1690767150
361,polatli,39.5772,32.1413,18.75,48,0,1.72,TR,1690767151
362,maumere,-8.6199,122.2111,26.88,65,6,1.64,ID,1690766851
363,nombre de dios,23.85,-104.2333,26.75,88,96,1.04,MX,1690767151
364,valle hermoso,25.6667,-97.8333,31.92,68,66,5.56,MX,1690767151
365,as sulaymaniyah,35.5611,45.4375,18.24,37,0,3.6,IQ,1690767151
366,ushuaia,-54.8,-68.3,2.81,75,0,10.8,AR,1690766993
